Fabricante,Modelo,Ano,Categoria,Couro,Combustivel,Volume_motor,Km,Cilindros,Tipo_cambio,Tracao,Portas,Rodas,Cor,Airbags,Preco,Numero_proprietarios
LEXUS,GX 470,2010,SUV,Sim,gasoli,4.6,357246,8,Automatico,4x4,45,24,Cinza,0,40142,4
HYUNDAI,Elantra,2013,Sedan,o,gasoli,1.8,50000,4,Tiptronic,Dianteira,45,14,Cinza,10,14000,5
CHEVROLET,Cruze,2014,Sedan,Sim,Gasoli,1.4,127842,4,Automatico,Dianteira,45,14,Branco,4,17923,1
HYUNDAI,Tucson,2017,SUV,Sim,Gasoli,1.6,40193,4,Automatico,Dianteira,45,19,Preto,4,54518,3
OPEL,Astra G,2003,Hatchback,o,Gasol.,1.6,180000,4,Manual,Dianteira,45,21,Prata,6,10349,5
TOYOTA,Ist,2002,Hatchback,o,GASOLI,1.3,115000,4,Automatico,Dianteira,45,23,Prata,7,8154,4
FORD,Escape,2008,SUV,Sim,Hibrido,0.4,220474,4,Automatico,Dianteira,45,5,Cinza,0,282,2
VOLKSWAGEN,Passat,2013,Sedan,Sim,Diesel,2,132310,4,Automatico,Dianteira,45,30,Cinza,12,7527,2
TOYOTA,Camry,2017,Sedan,Sim,Gasol.,2.5,,4,Automatico,Dianteira,45,7,Branco,12,3450,1
HYUNDAI,Tucson,2010,SUV,Sim,Dies.,2,142264,4,Automatico,Dianteira,45,22,Branco,4,22063,3
HONDA,Civic,2012,Sedan,Sim,Hibrido,1.5,146403,4,Automatico,Dianteira,45,15,Branco,0,2901,4
TOYOTA,Corolla,2013,Sedan,Sim,Gasoli,1.8,227371,4,Automatico,Dianteira,45,4,Prata,12,4704,2
VOLKSWAGEN,Passat,2002,Sedan,Sim,Gasol.,2.8,175000,6,Manual,Dianteira,45,29,Cinza,6,5331,1
VOLKSWAGEN,Jetta,2012,Sedan,Sim,DIESEL,2,203440,4,Automatico,Dianteira,45,26,Preto,12,941,2
HONDA,FIT,2013,Hatchback,Sim,Gasoli,1.5,70000,4,Automatico,Dianteira,45,11,Azul,4,16900,3
NISSAN,Rogue,2010,SUV,Sim,GASOLI,2.5,122000,4,Automatico,4x4,45,3,Prata,4,18189,1
MAZDA,MPV,2000,Minivan,o,Gasol.,2.5,,4,Automatico,Dianteira,45,4,Verde,4,5331,3
MERCEDESBENZ,GLA 250,2017,SUV,Sim,Gasol.,2,44995,4,Automatico,4x4,45,1,Preto,0,42651,3
TOYOTA,Prius,2012,Hatchback,o,Hibrido,1.8,122324,4,Automatico,Dianteira,45,18,Red,7,15524,4
BMW,530,2007,Sedan,Sim,Gasoli,3,,6,Tiptronic,Traseira,45,8,Cinza,10,17249,5
LEXUS,GS 350,2013,Sedan,Sim,GASOLI,3.5,56000,6,Tiptronic,Traseira,45,30,Preto,12,73071,4
FORD,Fusion,2014,Sedan,Sim,Hibrido,2,186048,4,Automatico,Dianteira,45,32,Preto,0,862,2
HYUNDAI,Elantra,2017,Sedan,Sim,DIESEL,1.6,,4,Automatico,Dianteira,45,19,Branco,4,28909,1
TOYOTA,Aqua,2013,Sedan,o,Hibrido,1.5,130000,4,Automatico,Traseira,45,7,Azul ceu,0,50,3
VOLKSWAGEN,Sharan,2011,Minivan,o,Gasoli,1.4,126000,4,Automatico,Dianteira,45,18,Prata,6,9000,1
MERCEDESBENZ,E 350,2014,Sedan,Sim,DIESEL,3.5,200179,6,Automatico,4x4,45,30,Preto,12,,3
TOYOTA,Camry,2013,Sedan,Sim,gasoli,2.5,156666,4,Automatico,Dianteira,45,5,Preto,12,22580,5
CHEVROLET,Volt,2014,SUV,Sim,Hibrido,1.4,133195,4,Automatico,Dianteira,45,21,Preto,0,862,4
HONDA,FIT,2014,Hatchback,Sim,Hibrido,1.3,114950,4,Automatico,Dianteira,45,5,Azul,4,7464,5
FORD,Fusion,2016,Sedan,Sim,gasoli,2.5,154850,4,Automatico,Dianteira,45,27,Preto,12,1333,1
HYUNDAI,Tucson,2019,SUV,Sim,diesel,1.6,13000,4,Automatico,Dianteira,45,25,Branco,4,59865,2
TOYOTA,Tacoma,2017,SUV,Sim,Gasol.,2.7,94262,4,Automatico,Traseira,45,1,Branco,12,49237,2
HYUNDAI,H1,2018,Universal,Sim,diesel,2.5,27406,4,Automatico,Dianteira,45,4,Amarelo,4,68223,4
MERCEDESBENZ,E 300,2017,Sedan,Sim,Gasoli,2,1600,4,Automatico,Traseira,45,6,Preto,12,392,5
NISSAN,Tiida,2006,Sedan,Sim,Gás tural,1.8,200000,4,Variator,Dianteira,45,13,Prata,2,7683,3
FORD,Fusion,2013,Sedan,Sim,Gasoli,1.6 Turbo,85500,4,Automatico,Dianteira,45,4,Preto,8,22266,2
MERCEDESBENZ,E 350,2008,Sedan,Sim,DIESEL,3,175614,6,Automatico,Traseira,45,15,Preto,12,2430,1
FORD,Fusion,2014,Sedan,Sim,Hibrido,2,0,4,Automatico,Dianteira,45,19,Prata,0,282,1
NISSAN,Juke,2015,SUV,Sim,gasoli,1.6,85944,4,Automatico,4x4,45,5,Preto,0,392,5
MERCEDESBENZ,C 300,2015,Sedan,Sim,GASOLI,2,,4,Automatico,Traseira,45,9,Preto,12,33556,2
SSANGYONG,Actyon,2017,SUV,Sim,Diesel,1.6,73000,4,Automatico,Dianteira,45,22,Branco,4,39161,3
FORD,Transit,2008,Microonibus,o,Diesel,2.2,180000,4,Manual,Dianteira,45,10,Branco,2,16308,2
TOYOTA,Camry,2009,Sedan,Sim,Hibrido,2.4,92000,4,Tiptronic,Dianteira,45,30,Azul ceu,8,17719,3
LEXUS,GX 460,2011,SUV,Sim,Gasol.,4.6,160138,8,Automatico,4x4,45,9,Branco,0,43278,3
HYUNDAI,Santa FE,2012,SUV,Sim,Gasoli,3.5,197923,6,Automatico,4x4,45,11,Red,12,470,4
CHEVROLET,Cruze,2017,Sedan,o,Gasoli,1.4 Turbo,42000,4,Tiptronic,Dianteira,>5,2,Preto,12,20385,5
TOYOTA,Tundra,2016,SUV,Sim,gasoli,4.6,254805,8,Automatico,4x4,45,21,Branco,12,941,4
HYUNDAI,Tucson,2019,SUV,Sim,Diesel,2,48000,4,Automatico,Dianteira,45,6,Branco,4,49858,5
NISSAN,Elgrand,1998,Minivan,Sim,Diesel,3.2 Turbo,230000,4,Automatico,4x4,45,26,Branco,4,8781,4
MERCEDESBENZ,C 350,2013,Sedan,Sim,Gasoli,3.5,159250,6,Automatico,Traseira,45,7,Preto,12,220,3
MERCEDESBENZ,CLS 500,2006,Sedan,Sim,Gasoli,5,2000,8,Automatico,Traseira,45,29,Cinza,12,21326,2
HYUNDAI,Tucson,2017,SUV,Sim,Diesel,2,40800,4,Automatico,Dianteira,45,31,Branco,4,51075,1
HYUNDAI,Genesis,2011,Cupê,Sim,GASOLI,2,117492,4,Automatico,Dianteira,45,22,Cinza,4,15241,3
FORD,Fusion,2015,Sedan,Sim,Hibrido,2,88795,4,Automatico,Dianteira,45,20,Preto,0,,4
HYUNDAI,H1,2008,Minivan,Sim,Diesel,2.5,56769,4,Automatico,Dianteira,45,31,Prata,4,15524,1
MERCEDESBENZ,C 250,2014,Sedan,Sim,Gasol.,1.8 Turbo,70000,4,Tiptronic,Traseira,45,19,Bege,8,27911,5
TOYOTA,Camry,2013,Sedan,Sim,Hibrido,2.5,136861,4,Automatico,Dianteira,45,31,Azul,12,4861,4
MERCEDESBENZ,S 350,2005,Sedan,Sim,Gasoli,3.5,263000,4,Automatico,Traseira,45,7,Preto,0,29793,5
HYUNDAI,Elantra,2012,Sedan,Sim,Gasoli,1.6,95665,4,Automatico,Dianteira,45,3,Cinza,4,18208,4
HYUNDAI,Sota,2017,Sedan,Sim,Hibrido,2,107387,4,Automatico,Dianteira,45,12,Prata,12,549,5
NISSAN,Tiida,2006,Hatchback,o,Gasol.,1.5,0,4,Automatico,Dianteira,45,31,Red,4,30,4
TOYOTA,RAV 4 Le,2013,SUV,o,gasoli,2.5,65350,4,Tiptronic,Dianteira,45,29,Branco,12,34497,5
OPEL,Zafira,2000,Vagao de carga,o,gasoli,1.8,130000,4,Manual,Dianteira,45,23,Prata,0,6272,2
CHEVROLET,Captiva,2007,SUV,Sim,DIESEL,2,183923,4,Automatico,Dianteira,45,13,Prata,4,4924,5
OPEL,Vectra b,2000,Hatchback,o,Diesel,2.0 Turbo,,4,Manual,Dianteira,45,19,Red,2,4704,2
HYUNDAI,H1,2016,Universal,Sim,DIESEL,2.5,97129,4,Automatico,Dianteira,45,17,Prata,4,43576,2
MERCEDESBENZ,C 200,2001,Sedan,Sim,Gás tural,2,140000,4,Manual,Traseira,45,15,Preto,4,,4
TOYOTA,CHR,2018,SUV,o,Gasoli,2,24000,4,Automatico,Dianteira,45,23,Cinza,8,28225,3
OPEL,Astra,1992,Sedan,o,Gasoli,1.1,0,4,Manual,Dianteira,45,11,Branco,2,,1
MAZDA,323,1998,Hatchback,o,Gasoli,1.5,300000,4,Manual,Dianteira,45,26,Prata,2,,5
CHEVROLET,Cruze,2017,Hatchback,Sim,Gasol.,1.4,29094,4,Automatico,Dianteira,45,23,Cinza,0,18817,4
FORD,Fusion,2015,Sedan,Sim,Hibrido,2,148709,4,Automatico,Dianteira,45,18,Red,12,4861,3
LEXUS,RX 450,2010,SUV,Sim,Hibrido,3.5,186005,6,Automatico,4x4,45,3,Prata,12,13172,1
MERCEDESBENZ,E 350 ???,2013,Sedan,Sim,GASOLI,3.5,156800,4,Tiptronic,4x4,45,24,Preto,12,37320,2
FORD,Escape,2017,SUV,Sim,gasoli,2,,4,Automatico,Dianteira,45,10,Azul,12,706,3
TOYOTA,Camry,2015,Sedan,Sim,Hibrido,2.5,35000,4,Automatico,Dianteira,45,14,Cinza,10,39201,4
HONDA,Civic,2006,Hatchback,o,GASOLI,1.8,250000,4,Manual,Dianteira,45,32,Cinza,4,8467,2
MERCEDESBENZ,CLK 320,2000,Cupê,Sim,Gasol.,3.2,255000,6,Tiptronic,Traseira,23,15,Prata,4,7840,1
HONDA,Crv,2015,SUV,Sim,Gasoli,2.4,117158,4,Automatico,Dianteira,45,31,Branco,12,12701,4
SUBARU,Forester,2012,SUV,Sim,GASOLI,2.5,281659,4,Automatico,4x4,45,14,Azul,0,8154,2
TOYOTA,Avalon,2015,Sedan,Sim,Hibrido,2.5,63645,4,Tiptronic,Dianteira,45,4,Branco,12,46414,1
MERCEDESBENZ,ML 250,2015,SUV,Sim,Diesel,2.1,197338,4,Automatico,4x4,45,13,Branco,12,45160,3
BMW,330,2007,Conversivel,Sim,GASOLI,3,1123,6,Tiptronic,4x4,23,6,Preto,12,100,3
AUDI,A7 Prestige,2016,Sedan,Sim,Gasoli,3.0 Turbo,35000,6,Automatico,4x4,45,19,Preto,12,100355,5
MITSUBISHI,Colt Lancer,2014,Hatchback,Sim,Gasoli,2,136634,4,Automatico,Dianteira,45,28,Prata,12,1176,4
HYUNDAI,Elantra,2013,Cupê,o,Gasol.,1.8,77000,6,Manual,Dianteira,23,14,Bege,0,12231,2
TOYOTA,Prius,2007,Hatchback,Sim,Hibrido,1.5,140000,4,Variator,Dianteira,45,24,Verde,12,5802,2
HYUNDAI,Sota,2018,Sedan,Sim,Gasoli,2.4,45494,4,Automatico,Dianteira,45,15,Branco,12,2901,1
TOYOTA,Prius,2017,Sedan,Sim,Hibrido,1.8,47672,4,Automatico,Dianteira,45,20,Branco,12,1882,2
NISSAN,Pathfinder,2010,Sedan,o,Gasol.,4,,12,Automatico,4x4,45,20,Azul,12,,3
HONDA,FIT,2013,Sedan,o,Hibrido,1.3,145000,4,Automatico,Dianteira,45,25,Prata,8,11290,1
TOYOTA,Camry,2006,Sedan,Sim,Hibrido,2.4,,4,Variator,Dianteira,45,25,Cinza,8,14426,2
MITSUBISHI,Outlander,2016,SUV,Sim,Gasol.,2.4,,4,Variator,Dianteira,45,13,Prata,12,36065,5
TOYOTA,Camry SE,2014,Sedan,Sim,GASOLI,2.5,52000,4,Tiptronic,Dianteira,45,23,Preto,12,27284,5
SUBARU,Forester,2016,SUV,o,Gasoli,2.5,34000,4,Variator,4x4,45,10,Branco,7,21639,2
HYUNDAI,I30,2009,Hatchback,Sim,Gasoli,1.6,140000,4,Automatico,Dianteira,45,27,Prata,4,7840,3
MERCEDESBENZ,E 200,1998,Sedan,o,Gás tural,2,180003,4,Manual,Traseira,45,3,Preto,4,7840,3
FORD,Escape,2008,SUV,Sim,Hibrido,0.4,220474,4,Automatico,Dianteira,45,4,Cinza,0,282,2
MERCEDESBENZ,GLE 350,2016,SUV,Sim,gasoli,3,59099,6,Automatico,4x4,45,25,Branco,0,1646,2
HYUNDAI,Tucson,2013,SUV,Sim,DIESEL,2,124000,4,Automatico,Dianteira,45,10,Prata,4,24198,2
HONDA,FIT,2013,Hatchback,Sim,Gasoli,1.5,34682,4,Automatico,Dianteira,45,26,Cinza,4,25365,4
CHEVROLET,Malibu,2014,Sedan,Sim,Gasoli,2.5,310061,4,Automatico,Dianteira,45,32,Azul,12,1725,1
ACURA,TL,2010,Sedan,Sim,gasoli,3.5,162453,6,Automatico,Dianteira,45,3,Prata,12,,2
TOYOTA,Prius,2012,Sedan,o,Hibrido,1.8,22400,4,Automatico,Dianteira,45,24,Branco,8,,5
MERCEDESBENZ,E 350,2010,Sedan,Sim,GASOLI,3.5,,6,Automatico,4x4,45,32,Preto,12,470,1
HYUNDAI,Sota,2014,Sedan,Sim,Gasoli,2.0 Turbo,62000,4,Tiptronic,Dianteira,45,17,Branco,12,31361,4
HYUNDAI,Elantra,2007,Sedan,Sim,Diesel,1.6,54279,4,Automatico,Dianteira,45,28,Prata,4,4704,3
CHEVROLET,Cruze,2011,Sedan,Sim,Gasol.,1.8,135759,4,Automatico,Dianteira,45,6,Cinza,4,12720,4
HYUNDAI,Tucson,2013,SUV,Sim,Dies.,2,120534,4,Automatico,Dianteira,45,16,Prata,4,26372,3
HYUNDAI,Elantra,2014,Sedan,Sim,GASOLI,1.6,140000,4,Automatico,Dianteira,45,10,Branco,4,25591,4
MERCEDESBENZ,C 300,2010,Sedan,Sim,Gasoli,3,108517,6,Automatico,4x4,45,17,Branco,12,6429,1
LEXUS,RX 350,2016,SUV,Sim,Gasol.,3.5,,6,Automatico,4x4,45,11,Cinza,12,251,2
LEXUS,GX 460,2010,SUV,Sim,Gasoli,4.6,155821,8,Automatico,4x4,45,20,Preto,0,39829,3
MERCEDESBENZ,E 350,2011,Sedan,Sim,DIESEL,5.5,325811,8,Automatico,4x4,45,20,Preto,12,13172,1
TOYOTA,CHR,2019,SUV,Sim,Gasoli,2,24339,4,Automatico,Dianteira,45,24,Azul,12,627,2
DAEWOO,Lacetti,2009,Sedan,Sim,Gasoli,1.6,130000,4,Automatico,Dianteira,45,16,Preto,4,8097,1
BMW,X5,2012,SUV,Sim,Dies.,3,420794,6,Automatico,4x4,45,16,Preto,12,12388,3
HYUNDAI,Sota,2012,Sedan,o,Hibrido,2,280480,4,Automatico,Dianteira,45,2,Prata,9,18503,5
HONDA,Insight,2010,Sedan,o,Hibrido,1.3,150000,4,Variator,Dianteira,45,15,Preto,12,12231,2
HONDA,FIT,2002,Hatchback,o,Gasol.,1.3,135000,4,Variator,Dianteira,45,11,Preto,4,40,1
HYUNDAI,H1,2011,Universal,Sim,Diesel,2.5,237853,4,Automatico,Dianteira,45,31,Prata,4,,1
HONDA,Stream,2001,Universal,o,gasoli,2,111000,4,Automatico,Dianteira,45,21,Preto,6,5300,2
CHEVROLET,Malibu,2015,Sedan,Sim,Diesel,2,60618,4,Automatico,Dianteira,45,6,Preto,4,24302,1
TOYOTA,Camry,2009,Sedan,Sim,Gasoli,2.4,230400,4,Automatico,Dianteira,45,3,Prata,12,18817,4
NISSAN,Altima,2014,Sedan,Sim,GASOLI,2.5,127918,4,Automatico,Dianteira,45,26,Red,12,1960,1
HYUNDAI,Sota,2016,Sedan,o,Gasoli,2.4,77000,4,Tiptronic,Dianteira,45,24,Prata,10,17249,3
TOYOTA,Prius,2013,Hatchback,o,Hibrido,1.8,118000,4,Automatico,Dianteira,45,12,Azul ceu,12,24148,1
HYUNDAI,Elantra,2015,Sedan,o,GASOLI,1.8,85000,4,Tiptronic,Dianteira,45,20,Preto,12,18817,4
LEXUS,CT 200h,2014,Hatchback,Sim,Hibrido,1.8,132563,4,Automatico,Dianteira,45,30,Red,0,10349,3
LEXUS,RX 350,2010,SUV,Sim,Gasoli,3.5,138211,6,Automatico,4x4,45,10,Preto,12,549,3
HYUNDAI,Tucson,2018,SUV,Sim,Diesel,1.7,,4,Automatico,Dianteira,45,32,Preto,4,55823,5
TOYOTA,Camry,2013,Sedan,Sim,GASOLI,2.5,132800,6,Tiptronic,Traseira,45,27,Azul,12,25089,5
HYUNDAI,H1,2011,Minivan,Sim,Dies.,2.5,52686,4,Automatico,Dianteira,45,25,Prata,4,18669,3
LEXUS,RX 450,2012,SUV,Sim,Hibrido,3.5,,6,Automatico,4x4,45,29,Preto,12,941,5
FORD,Transit,2001,Microonibus,o,diesel,2.4,253206,4,Manual,Traseira,45,24,Branco,2,15053,2
HONDA,FIT,2014,Hatchback,Sim,Hibrido,1.5,76525,4,Automatico,Dianteira,45,32,Azul,4,10660,4
HYUNDAI,Tucson,2016,SUV,Sim,diesel,2,80000,4,Automatico,Dianteira,45,20,Prata,4,37000,2
SSANGYONG,REXTON,2011,SUV,Sim,Diesel,2,186412,4,Automatico,Dianteira,45,15,Prata,4,18826,4
MERCEDESBENZ,E 350,2011,Sedan,Sim,Dies.,3.5,230696,6,Automatico,4x4,45,15,Preto,12,14583,1
MERCEDESBENZ,Vito,2007,Minivan,o,Diesel,2.2 Turbo,285000,4,Manual,Traseira,45,6,Red,4,21012,1
MITSUBISHI,I,2011,Hatchback,o,GASOLI,0.7,92000,3,Automatico,Dianteira,45,16,Marrom,2,5645,4
SSANGYONG,Actyon,2010,SUV,Sim,diesel,2,120000,4,Automatico,Dianteira,45,10,Prata,4,18826,1
HYUNDAI,Tucson,2011,SUV,Sim,Dies.,2,142000,4,Automatico,Dianteira,45,6,Branco,4,22649,3
HYUNDAI,H1,2011,Minivan,Sim,Diesel,2.5,42415,4,Automatico,Dianteira,45,27,Branco,4,16590,3
TOYOTA,Camry,2014,Sedan,o,Hibrido,2.5,51000,4,Automatico,Dianteira,45,9,Cinza,12,31988,2
DAEWOO,Lacetti,2009,Sedan,Sim,Gasoli,2,19999,4,Automatico,Dianteira,45,18,Cinza,4,8624,2
TOYOTA,Camry,2015,Sedan,o,Hibrido,2.5,,4,Variator,Dianteira,45,11,Prata,0,21012,1
HONDA,FIT,2014,Hatchback,o,Hibrido,1.5,114000,4,Automatico,Dianteira,45,15,Branco,8,10663,4
MERCEDESBENZ,E 350,2014,Sedan,Sim,DIESEL,3.5,,6,Automatico,4x4,45,15,Preto,12,220,5
VOLKSWAGEN,GTI,2006,Hatchback,o,GASOLI,2.0 Turbo,,4,Manual,Dianteira,45,31,Preto,8,13485,5
MITSUBISHI,Colt,2003,Hatchback,o,Gasoli,1.3,241589,4,Variator,Dianteira,45,2,Azul ceu,5,5331,5
OPEL,Zafira,2000,Minivan,o,Gasoli,1.8,260000,4,Manual,Dianteira,45,20,Prata,6,7370,4
FORD,Transit,2003,Microonibus,Sim,Dies.,2.0 Turbo,195000,6,Manual,Dianteira,23,26,Amarelo,4,11900,3
VOLKSWAGEN,Jetta,2015,Sedan,Sim,Gasoli,1.8 Turbo,55000,4,Tiptronic,Dianteira,45,31,Preto,10,17249,1
MITSUBISHI,Pajero Mini,2006,SUV,o,GASOLI,0.7,,3,Manual,4x4,23,9,Prata,2,4391,2
FORD,CMAX,2013,Hatchback,Sim,Hibrido,2,120000,4,Tiptronic,Dianteira,45,29,Prata,10,17876,4
HONDA,FIT,2010,Hatchback,o,Hibrido,1.3,157000,4,Tiptronic,Dianteira,45,21,Branco,2,11604,2
BMW,750,2005,Sedan,Sim,gasoli,4.8,240000,8,Tiptronic,Traseira,45,27,Preto,12,13799,3
TOYOTA,RAV 4 s p o r t,2017,SUV,o,Gasoli,2.5,76000,4,Tiptronic,4x4,45,5,Preto,12,40769,1
LEXUS,RX 400,2008,SUV,Sim,Hibrido,3.5,244731,6,Automatico,Dianteira,45,30,Preto,12,7997,3
MERCEDESBENZ,E 250,1995,Sedan,o,Dies.,2.5,410918,2,Manual,Dianteira,45,21,Branco,2,7840,2
VOLKSWAGEN,Jetta,2011,Sedan,Sim,GASOLI,2.5,156800,4,Automatico,Dianteira,45,14,Azul,12,14113,1
HONDA,FIT,2011,Hatchback,o,Hibrido,1.3,188000,4,Automatico,Dianteira,45,8,Azul,8,11917,4
HYUNDAI,Sota,2013,Sedan,Sim,Gasoli,2,162558,4,Automatico,Dianteira,45,11,Preto,4,12777,1
TOYOTA,Prius C,2013,Hatchback,o,Hibrido,1.5,130000,4,Automatico,Dianteira,45,10,Red,12,18817,5
TOYOTA,Camry,2012,Sedan,Sim,Hibrido,2.5,83000,4,Variator,Dianteira,45,6,Prata,10,23521,3
AUDI,Q5,2010,SUV,Sim,GASOLI,3.2,150400,6,Tiptronic,4x4,45,17,Cinza,7,22580,2
LEXUS,RX 450,2016,SUV,Sim,Hibrido,3.5,,6,Automatico,4x4,45,2,Branco,12,392,5
TOYOTA,Prius,2011,Hatchback,o,Hibrido,1.8,284678,4,Automatico,Dianteira,45,24,Prata,12,12544,1
CHEVROLET,Cruze,2014,Sedan,o,Gasoli,1.4 Turbo,121000,4,Tiptronic,Dianteira,45,7,Verde,10,,3
HYUNDAI,Sota,2011,Sedan,Sim,Hibrido,2.4,224349,4,Automatico,Dianteira,45,15,Cinza,0,3450,5
TOYOTA,Prius,2014,Hatchback,Sim,Hibrido,1.8,263392,4,Automatico,Dianteira,45,22,Red,12,1882,2
FORD,Transit,2007,Microonibus,o,Diesel,2.2 Turbo,280000,4,Manual,Dianteira,45,8,Branco,2,15991,2
TOYOTA,Camry,2014,Sedan,Sim,Hibrido,2.5,179381,4,Automatico,Dianteira,45,21,Preto,12,11133,2
HYUNDAI,Elantra,2017,SUV,Sim,gasoli,2,284251,4,Automatico,Dianteira,45,7,Cinza,12,94,3
MERCEDESBENZ,E 350,2012,Sedan,Sim,Gasoli,3.5,133000,6,Automatico,Traseira,45,30,Preto,12,34184,5
CHEVROLET,Cruze,2018,Sedan,o,Gasoli,1.4 Turbo,25304,4,Automatico,Dianteira,45,18,Marrom,8,21169,1
CHEVROLET,Captiva,2008,SUV,Sim,Diesel,2,71486,4,Automatico,Dianteira,45,19,Preto,4,7495,4
LEXUS,CT 200h,2011,Hatchback,Sim,Hibrido,1.8,95590,4,Automatico,Dianteira,45,22,Branco,12,4861,2
LEXUS,GX 460,2016,SUV,Sim,gasoli,4.6,155976,8,Automatico,4x4,45,7,Branco,0,81539,4
HYUNDAI,Elantra,2012,Sedan,Sim,GASOLI,1.6,147718,4,Automatico,Dianteira,45,18,Prata,4,20005,3
SUBARU,Outback,2003,Vagao de carga,o,Gasol.,2.5,1000,6,Tiptronic,4x4,45,8,Azul,6,3000,4
TOYOTA,Camry,2007,Sedan,o,Hibrido,2.4,200000,4,Variator,Dianteira,45,20,Cinza,12,11917,1
MERCEDESBENZ,GLC 300,2018,Sedan,Sim,Gasol.,2.0 Turbo,,6,Tiptronic,Traseira,45,7,Preto,12,84675,4
MERCEDESBENZ,E 200,1998,Sedan,o,Gás tural,2,180003,4,Manual,Traseira,45,15,Preto,4,7840,3
LEXUS,CT 200h,2012,Hatchback,Sim,Hibrido,1.8,192683,4,Automatico,Dianteira,45,1,Branco,0,627,3
CHEVROLET,Lacetti,2010,Sedan,Sim,gasoli,1.8,152293,4,Automatico,Dianteira,45,5,Cinza,4,12570,5
BMW,325,1988,Sedan,o,Dies.,2.4,,6,Manual,Traseira,45,8,Azul,4,2800,3
MERCEDESBENZ,C 180,1997,Sedan,o,Gás tural,1.8,0,4,Manual,Dianteira,45,1,Preto,4,6899,2
TOYOTA,Aqua,2015,Hatchback,Sim,Gasoli,1.5,137350,4,Automatico,Dianteira,45,14,Prata,4,14009,5
LEXUS,GX 470,2011,Sedan,Sim,gasoli,4.6,202048,8,Automatico,4x4,45,14,Branco,0,392,2
MERCEDESBENZ,GLA 250,2016,SUV,Sim,Gasoli,2,109555,4,Automatico,Dianteira,45,14,Branco,0,8311,3
TOYOTA,Corolla,2014,Sedan,o,gasoli,1.8,40000,4,Automatico,Dianteira,45,25,Verde,16,23521,5
FORD,Fusion Titanium,2016,Sedan,Sim,Gasol.,2.0 Turbo,65000,4,Tiptronic,Dianteira,45,31,Prata,12,25716,5
HYUNDAI,H1,2019,Minivan,Sim,Diesel,2.5,25541,4,Automatico,Dianteira,45,29,Preto,4,80911,2
HYUNDAI,Genesis,2011,Cupê,Sim,Gasol.,2,,4,Automatico,Dianteira,45,1,Red,4,19369,5
SUZUKI,Jimny,2000,SUV,o,GASOLI,1.3,125000,4,Manual,4x4,23,30,Verde,4,12544,3
HYUNDAI,Tucson,2012,SUV,Sim,DIESEL,2,160000,4,Automatico,Dianteira,45,5,Cinza,4,25299,5
CHEVROLET,Cruze,2018,Sedan,Sim,DIESEL,1.6,28515,4,Automatico,Dianteira,45,11,Cinza,12,7213,3
CHEVROLET,Aveo,2012,Hatchback,Sim,gasoli,1.6,94923,4,Automatico,Dianteira,45,27,Preto,4,6899,2
BMW,X6,2011,SUV,Sim,Gasoli,4.4,147677,8,Automatico,4x4,45,18,Red,12,8154,3
TOYOTA,Prius,2011,Sedan,Sim,Hibrido,1.8,160000,4,Tiptronic,Dianteira,45,15,Prata,12,,2
HYUNDAI,Tucson,2019,SUV,Sim,Dies.,2,1217,4,Automatico,Dianteira,45,7,Azul,4,61499,4
TOYOTA,Prius,2010,Sedan,o,Hibrido,1.8,256000,6,Automatico,Dianteira,45,14,Branco,1,17249,5
TOYOTA,Aqua S,2013,Hatchback,o,Hibrido,1.5,137000,4,Automatico,Dianteira,45,24,Prata,6,9879,5
VAZ,1111,1988,Sedan,Sim,GASOLI,1.3,1000,4,Manual,Traseira,45,26,Verde,6,4000,3
TOYOTA,Prius,2011,Hatchback,o,Hibrido,1.8,141000,4,Automatico,Dianteira,45,4,Cinza,6,17249,2
HYUNDAI,Sota,2017,Sedan,Sim,gasoli,2,58414,4,Automatico,Dianteira,45,30,Prata,4,51225,3
HYUNDAI,Santa FE,2015,SUV,Sim,Dies.,2,93555,4,Automatico,Dianteira,45,28,Branco,4,49798,2
HYUNDAI,Elantra,2013,Sedan,Sim,Gasoli,1.8,64800,4,Tiptronic,Dianteira,45,26,Preto,12,17249,1
FORD,Escape,2014,SUV,Sim,Gasoli,2.0 Turbo,127000,4,Tiptronic,4x4,45,15,Prata,8,29166,5
MERCEDESBENZ,GLA 250,2015,SUV,Sim,Gasoli,2,69555,4,Automatico,Dianteira,45,9,Red,12,188,2
LEXUS,NX 200,2017,SUV,Sim,Gasol.,2.0 Turbo,35000,4,Tiptronic,Dianteira,45,22,Bege,12,79971,2
OPEL,Astra,2006,Vagao de carga,o,Diesel,1.3 Turbo,27000,16,Manual,Dianteira,45,8,Preto,8,11604,1
GAZ,32214,1977,Limousine,o,Gasoli,2.4,11111,6,Manual,Traseira,45,8,Preto,0,15681,4
REULT,Lagu,1995,Sedan,o,GASOLI,2,32000,4,Manual,Dianteira,45,31,Azul,0,2500,4
KIA,Optima,2013,Sedan,Sim,Hibrido,2.4,0,4,Automatico,Dianteira,45,23,Preto,12,,4
HYUNDAI,Elantra,2018,Sedan,Sim,Gasoli,2,47294,4,Automatico,Dianteira,45,6,Preto,12,627,5
HONDA,Insight,2014,Hatchback,Sim,Hibrido,1.3,149970,4,Automatico,Dianteira,45,4,Cinza,0,2274,2
